item_id;vectors
1634;-0.36934868|0.3526898|0.43258825|0.3557142|-0.0104990825|0.4210147|-0.2080489|0.22339945|0.33896926|-0.45146307|0.34608558|0.35149992|-0.40764755|0.6706454|-0.29629305|-0.47590864|0.2584399|0.19090632|0.17118154|0.5044419|-0.30891383|0.32158363|-0.55946666|0.23988605|-0.011597121|-0.3110598|0.44893652|-0.12807015|-0.30826876|0.16058889|-0.18909325|-0.0007914938|0.54381585|0.27507144|0.2715226|0.44783655|0.14367443|-0.600432|0.36722115|0.3849178|0.08540767|0.14891538|0.31862473|-0.015163671|-0.21132076|-0.22424206|0.40719107|-0.015522961|-0.34266582|-0.44097248|-0.6243149|0.6081241|-0.25767815|-0.08374567|-0.21186745|0.17686456|-0.23613383|-0.14562204|-0.0729195|0.42358893|0.07658522|0.26235825|-0.09062871|-0.27476686|0.3345464|0.31616062|0.4557874|0.20760229|0.4511603|0.28345644|-0.20860364|0.051988482|0.4128734|0.34606078|-0.28810853|0.39070883|-0.6157064|0.47704226|-0.41761643|-0.01713213|0.21784048|-0.19996667|0.19807479|-0.2298376|-0.40384102|0.37586328|-0.19190827|0.27835098|0.20841089|0.20188066|0.1520983|0.2744007|0.28700352|-0.36968917|-0.28828773|-0.3197854|0.18883371|-0.076255664|0.30116796|-0.5472478
1635;-0.425912|0.399633|0.5375061|0.37112617|-0.1031294|0.45745787|-0.20679723|0.1665779|0.36533144|-0.5357432|0.28995112|0.4110887|-0.41610798|0.6065631|-0.23144309|-0.41907716|0.31588602|0.24616143|0.19669381|0.41074586|-0.34535888|0.3616267|-0.46119952|0.23406318|-0.02915612|-0.2529797|0.4709322|-0.1598735|-0.23550236|0.14863943|-0.2032551|0.070227|0.5494738|0.32487485|0.24402142|0.40279093|0.16774139|-0.6097038|0.36156946|0.2724024|0.06627573|0.15166691|0.33303872|-0.064565614|-0.2817555|-0.26796404|0.5080927|0.008247003|-0.35428426|-0.49756736|-0.68030995|0.5194984|-0.24735142|-0.046548184|-0.2130523|0.2359991|-0.25691587|-0.16990948|-0.013312448|0.40298948|0.06166642|0.24288931|-0.12172088|-0.27191845|0.29228753|0.24082173|0.45370623|0.15867573|0.38920736|0.32382905|-0.25209367|0.047251873|0.3408584|0.36609995|-0.34569803|0.3890273|-0.6242032|0.51456237|-0.42647994|-0.019980296|0.2289918|-0.25056863|0.19784012|-0.13311695|-0.33492067|0.41438496|-0.16104653|0.26562712|0.25546196|0.22760499|0.19974533|0.37914547|0.27280903|-0.3544738|-0.2105176|-0.2736063|0.18759836|-0.09818207|0.27450767|-0.52992815
1636;-0.40355334|0.41360766|0.49228707|0.33363673|-0.011882313|0.39961556|-0.20999551|0.20702107|0.3536861|-0.52066034|0.3544342|0.41421074|-0.35387745|0.62503135|-0.24099177|-0.46003756|0.24986507|0.19870237|0.17946912|0.41434386|-0.29872933|0.30070093|-0.5721621|0.30794084|0.019018283|-0.28338432|0.42922422|-0.2014994|-0.26268673|0.14572135|-0.2430124|0.044220064|0.53873926|0.24442127|0.2419368|0.41093624|0.15348637|-0.6479119|0.33766082|0.30567884|0.059423126|0.188241|0.29374394|-0.07699047|-0.23445496|-0.23641033|0.4815508|-0.016150158|-0.43114728|-0.46821895|-0.69747865|0.51916426|-0.24578717|-0.08568777|-0.2346409|0.25321752|-0.2571009|-0.11515579|-0.10583809|0.44384626|0.031374075|0.28452262|-0.09759484|-0.23817983|0.34028205|0.30037802|0.42667487|0.22610252|0.41104093|0.28853905|-0.212716|0.014341392|0.39947847|0.36120245|-0.24857713|0.42536843|-0.5300408|0.44781712|-0.42473868|0.051738735|0.25706312|-0.21796444|0.14403944|-0.17114843|-0.35883296|0.38144076|-0.17964749|0.25335246|0.23850507|0.15670398|0.24954031|0.3744074|0.28669825|-0.34663948|-0.20812559|-0.26780096|0.15806663|-0.13885358|0.23330492|-0.5832081
1637;-0.36697805|0.44843113|0.45938325|0.3693312|-0.006467864|0.41300192|-0.22457597|0.15558834|0.38591823|-0.44150847|0.27453032|0.40402406|-0.37069085|0.57743615|-0.28311622|-0.40189877|0.33443037|0.2587917|0.12930119|0.45281816|-0.398484|0.3783046|-0.45926437|0.30215213|0.028743679|-0.26872462|0.45222387|-0.11559376|-0.30437386|0.15250456|-0.20765682|0.0090245195|0.45327532|0.2728488|0.28376552|0.3788407|0.15199217|-0.62634915|0.28347325|0.38280755|0.1193171|0.1463528|0.3560906|-0.086002745|-0.21958949|-0.28712663|0.41540283|0.019617718|-0.37184507|-0.45964012|-0.68373734|0.60701996|-0.23656084|-0.051874876|-0.18463677|0.19189225|-0.26963088|-0.10367742|-0.103100486|0.41766474|0.03628858|0.31644702|-0.13365221|-0.22879107|0.37637717|0.29834267|0.37982488|0.20510788|0.42874792|0.30549932|-0.2025776|0.048446033|0.42821974|0.39099005|-0.28078154|0.4573909|-0.5578779|0.42413786|-0.49056402|0.034770366|0.3080101|-0.2855669|0.14998126|-0.14271446|-0.39147365|0.45761776|-0.16763414|0.2529734|0.24845406|0.16120514|0.22523962|0.31320027|0.25896156|-0.43188107|-0.18042876|-0.2838278|0.19579823|-0.14283136|0.32468167|-0.5277655
1638;-0.2954253|0.17247707|0.66313165|0.14238739|0.32167596|0.329292|0.44829595|0.26709563|0.3777327|-0.6842654|0.7721652|0.4345864|-0.63102144|0.6664953|-0.40190485|-0.5603698|0.6016276|0.09037222|-0.21304965|0.24322836|-0.6441995|0.5698038|-0.747897|-0.030842096|-0.396617|-0.3838346|0.5483015|-0.592074|-0.20246962|0.15270562|-0.026951507|0.42466068|0.17123431|0.19934678|0.47893482|0.5965017|0.40625358|-0.55716866|0.070995614|-0.06753239|-0.1033725|-0.27211583|0.5960535|-0.08053897|0.1351317|-0.14121181|0.15303555|0.55875486|-0.55476034|-0.20486867|-0.028011978|0.64604145|-0.06321357|-0.098079935|0.029364064|-0.123242766|0.09183264|-0.027446382|0.31287065|0.50552446|0.2123647|0.48785943|-0.2324711|-0.49016827|0.4275418|0.07727063|0.3349637|0.31769365|0.4001688|0.20795807|-0.32217273|0.13177694|0.33976376|0.26109576|-0.43208957|0.75590634|-0.88934183|0.025838614|-0.4098824|-0.08604082|0.15186906|0.056856453|0.0433335|-0.68183964|-0.42363167|-0.1523579|-0.2544201|0.52623093|0.53873813|0.045539245|0.38880426|-0.35453826|0.22524075|-0.5389509|-0.4007284|-0.19473873|0.014378026|0.17439945|0.69592416|-0.7122357
1639;-0.40703487|0.4035824|0.5267055|0.32909533|-0.0045513213|0.40735933|-0.19857244|0.16928159|0.3187718|-0.5313363|0.3167502|0.42936388|-0.38730007|0.6599966|-0.23728067|-0.41655397|0.29604775|0.18574846|0.21588692|0.4465105|-0.33080482|0.36423883|-0.53577185|0.2734089|0.024534946|-0.3262078|0.41114676|-0.14084534|-0.24029718|0.2485514|-0.24437988|0.024614848|0.51025254|0.2649262|0.23533979|0.38642898|0.081214316|-0.63234025|0.27085423|0.3530882|0.15363893|0.1961835|0.35556737|-0.021783274|-0.24083929|-0.24764809|0.40068638|0.03171701|-0.36601105|-0.43987328|-0.65271175|0.5314996|-0.24232493|-0.031921573|-0.22015423|0.23086476|-0.25157937|-0.1556198|-0.014743511|0.43205768|0.029063968|0.27853894|-0.14863339|-0.25369605|0.32451734|0.23380935|0.3643787|0.20918766|0.4103121|0.27160186|-0.20153925|0.027733456|0.33309752|0.35599208|-0.30784068|0.45416835|-0.53933376|0.45664853|-0.52286404|-0.005020138|0.30375227|-0.27858096|0.23624311|-0.19064462|-0.36346072|0.38541928|-0.15346484|0.28446257|0.27023995|0.1941523|0.22124438|0.34762624|0.28759682|-0.36987177|-0.20673148|-0.34345493|0.14814863|-0.1757988|0.32112652|-0.53558916
1640;-0.34469253|0.37777779|0.4356486|0.3315618|-0.033358894|0.41779825|-0.16688882|0.13576646|0.42669007|-0.49095953|0.27003518|0.44452494|-0.3590648|0.61157554|-0.21720046|-0.47763407|0.31680694|0.1895122|0.1872682|0.47705925|-0.33749497|0.38999596|-0.4644277|0.2738814|-0.010392265|-0.24921289|0.42934638|-0.14001013|-0.27768287|0.21203288|-0.2337556|-0.00975262|0.47005543|0.33270475|0.29323468|0.40703213|0.055351462|-0.57866865|0.35403198|0.35599238|0.06397065|0.15386687|0.3295528|-0.056990106|-0.24804929|-0.2896359|0.40008298|0.027570698|-0.4258237|-0.4804142|-0.6704413|0.5826865|-0.2419227|-0.06856001|-0.18195188|0.24288802|-0.29127148|-0.086095676|-0.06582248|0.44188574|0.07181669|0.32419524|-0.17231163|-0.2641044|0.37670794|0.21623847|0.41681194|0.22938037|0.4791385|0.2886028|-0.21670574|0.04684157|0.39160302|0.39576325|-0.3149233|0.36360222|-0.5973287|0.4510297|-0.42503417|0.092739746|0.28478226|-0.23454517|0.2045998|-0.1940621|-0.32749352|0.4683391|-0.22847325|0.3251841|0.25925642|0.22933283|0.20514593|0.2683284|0.22252098|-0.39052492|-0.26882285|-0.30077168|0.22445817|-0.17567424|0.2449532|-0.5737026
1641;-0.3569538|0.3458154|0.4935459|0.3840691|-0.006545931|0.4942771|-0.24044386|0.16912782|0.42803058|-0.5335014|0.36734802|0.40854874|-0.36582088|0.59549856|-0.21209814|-0.43633327|0.26900136|0.23496291|0.11059992|0.4451677|-0.31676483|0.37118533|-0.56591344|0.2712818|0.06527239|-0.26840124|0.4857323|-0.1312028|-0.25497967|0.20224327|-0.21174705|0.009451199|0.48008078|0.32200518|0.2757516|0.41325477|0.10009052|-0.6628788|0.3647823|0.38422447|0.100445576|0.18623792|0.3503631|-0.036802877|-0.2731019|-0.2205882|0.49852702|-0.0118954815|-0.3353823|-0.4298336|-0.6710594|0.5727141|-0.20306845|0.009401813|-0.1465732|0.18788052|-0.26911318|-0.16411635|-0.07801478|0.4487324|0.0038712826|0.27775192|-0.1626809|-0.21556294|0.3506839|0.26598167|0.4634141|0.24868068|0.3957771|0.23052865|-0.19384608|0.030799143|0.42761117|0.39823082|-0.24548283|0.39011332|-0.6047563|0.45196733|-0.4823895|-0.014228389|0.29581508|-0.25154454|0.24392131|-0.16029216|-0.40191913|0.38709965|-0.24810146|0.33048248|0.23839495|0.2617745|0.23335774|0.3419203|0.18820353|-0.4057176|-0.27677155|-0.26315323|0.15652299|-0.08012554|0.23063396|-0.57482237
1642;-0.6010641|0.27222916|0.51620513|0.30853724|-0.06164217|0.44091457|-0.52749217|0.34367505|0.84349716|-0.5284306|0.4233307|0.3923553|-0.47600216|0.5596771|-0.37359107|-0.45897323|0.2877896|0.22440685|-0.038416713|0.31650883|-0.81024826|0.21173985|-0.29791647|0.32613724|0.08207306|-0.08591588|0.5715552|0.1576031|-0.033819243|-0.1023981|-0.15668193|-0.16062306|0.29209515|0.23659755|0.120618075|0.3008744|0.11410892|-0.67160887|0.42703885|0.21743242|0.083918735|0.24211632|0.295454|-0.2772312|-0.6005268|-0.389227|0.46007332|0.067659914|-0.6631862|-0.23486605|-0.589574|0.3010319|-0.20637938|0.041305732|-0.10361378|0.40860128|-0.31851038|0.2521689|0.077132426|0.36033177|0.20222647|0.44421637|-0.022747815|-0.20781118|0.2394864|0.744512|0.3478406|0.35140455|0.2421918|0.25655353|-0.3142931|0.45372054|0.47000626|0.5497835|-0.36774662|0.47310916|-0.54569775|0.41091597|-0.23683894|0.7004113|0.25529543|-0.26227736|0.21965939|-0.30782792|-0.2987877|0.09114882|-0.45965278|0.20431146|0.3501294|0.4166828|0.28828898|0.33553612|0.4971724|-0.30646133|-0.37111974|-0.32063773|0.07751993|-0.08596023|0.5371158|-0.4831484
1643;-0.38581035|0.44437128|0.53742707|0.2671144|0.09775691|0.43114507|-0.17954879|0.16138263|0.43680507|-0.53480417|0.23880574|0.47035524|-0.3390963|0.6610445|-0.19351223|-0.5200923|0.3446872|0.08672896|0.2307685|0.43445486|-0.36583987|0.3166163|-0.4182665|0.23531976|-0.009734603|-0.32995278|0.47002435|-0.08457555|-0.25281006|0.218912|-0.28162122|-0.019579496|0.48678294|0.3084026|0.13331139|0.42821932|0.08597915|-0.62420213|0.25388375|0.36683738|0.13090067|0.14174473|0.3636206|-0.14956981|-0.2248369|-0.32685095|0.4892713|-0.10647985|-0.28877687|-0.41328636|-0.5498948|0.45177695|-0.24375796|-0.10546279|-0.33106053|0.09938869|-0.37728328|0.05211778|0.053644635|0.46592164|0.070784666|0.36966076|-0.04226356|-0.40476227|0.22998251|0.28888702|0.35472798|0.27299863|0.3683078|0.15060875|-0.18198037|0.15785573|0.35066438|0.2979579|-0.093425676|0.54690653|-0.66280717|0.47303393|-0.4201607|0.0057213157|0.33741516|-0.25984937|0.29939938|-0.1427185|-0.29224977|0.42937404|-0.18191491|0.21213512|0.12413417|0.19077972|0.21574847|0.38014993|0.15038246|-0.34675047|-0.2750628|-0.20547622|0.114890814|-0.17789273|0.27447215|-0.56147325
1644;-0.40520787|0.3751612|0.49637023|0.3368543|-0.09044826|0.46080852|-0.15905067|0.23146355|0.40035293|-0.44727117|0.25541392|0.36302847|-0.315149|0.67381966|-0.18699107|-0.38808963|0.27983224|0.20173357|0.19261765|0.4289234|-0.3008463|0.30576247|-0.4979966|0.27015355|-0.03265492|-0.30406767|0.4739708|-0.20418923|-0.2817989|0.19044858|-0.22460917|-0.00713012|0.5334096|0.3247641|0.2193855|0.46313217|0.10752651|-0.5798826|0.33978227|0.3020818|0.063304424|0.13514584|0.3073237|-0.10924193|-0.258208|-0.24668722|0.4403853|-0.012847472|-0.3608623|-0.41230223|-0.6445744|0.53771615|-0.29278457|-0.035124995|-0.14858595|0.27747315|-0.21455492|-0.16991319|-0.007565204|0.43454215|0.05347336|0.27762866|-0.09190054|-0.2601252|0.32868293|0.2255136|0.39639035|0.21864587|0.38650805|0.31687126|-0.18637371|0.0788557|0.3450725|0.3145458|-0.25185603|0.432901|-0.6161683|0.4028541|-0.5068838|0.06885484|0.26904505|-0.2565887|0.22408144|-0.14305054|-0.3267448|0.3735902|-0.1773532|0.32224274|0.19803949|0.23127288|0.19342895|0.34460667|0.24477173|-0.36964136|-0.23115914|-0.30964997|0.1408245|-0.16152707|0.28085962|-0.4778104
1645;-0.47808406|-0.009864807|0.21698195|0.051460147|-0.009622697|0.56472284|-0.076435626|0.2604302|0.16860032|-0.4939664|0.3449453|0.54468644|-0.31426707|0.94282484|-0.5935908|-0.3018375|0.2349742|0.21526302|-0.2217206|0.81573486|0.010030657|0.45714074|-0.1378006|0.2704488|-0.121968634|-0.5023316|0.6520847|-0.20819521|-0.5062785|-0.27548975|-0.58769834|0.47379357|0.330262|0.08961326|0.33734065|0.33653873|-0.19927849|-0.8544879|0.28027016|0.5647377|0.27870458|0.016795829|0.14644507|0.11650662|-0.06668039|-0.09066729|0.6434722|0.22150622|-0.4383341|-0.5667304|-0.37789|0.67907876|-0.36262262|-0.27299124|-0.28885972|0.38960224|-0.30394557|-0.4691683|0.00046847016|0.1036697|-0.029723195|0.30305797|-0.25796062|0.09269267|0.09749442|0.22177793|0.15444636|0.20673127|0.35167357|0.15285508|-0.08343759|-0.14247677|0.2617311|0.1734751|-0.1976965|0.62882733|-0.70901054|0.13206753|-0.4151797|-0.2215055|0.2436664|-0.36862004|0.18144558|-0.72210145|-0.53239614|0.786497|0.115491435|0.06630263|0.45983535|0.17015389|-0.05293794|0.109589085|0.40530646|-0.44713765|-0.44011128|-0.33314306|0.11618105|-0.016382538|0.27491623|-0.99944204
1646;-0.40839565|0.3548378|0.47640055|0.4230911|-0.07531451|0.49862513|-0.2393725|0.2005599|0.3672353|-0.4907373|0.33314854|0.35905892|-0.36242047|0.6156684|-0.24365596|-0.46025264|0.27877915|0.26827613|0.1260812|0.50149375|-0.3175704|0.28525588|-0.5125456|0.32183787|0.029629232|-0.2595474|0.4650092|-0.11583692|-0.20503238|0.16657361|-0.2534611|0.0015837848|0.50966436|0.2912539|0.30117324|0.42165416|0.07876916|-0.59513074|0.29988557|0.38489276|0.06499311|0.14161685|0.3016895|-0.028875325|-0.18499616|-0.24011071|0.48946738|0.057312995|-0.32496744|-0.48619384|-0.68360454|0.5374442|-0.23801868|-0.034655288|-0.23449153|0.2710835|-0.2181948|-0.13471559|-0.032276127|0.38993663|0.07228753|0.31890792|-0.10778126|-0.29677337|0.37613568|0.21611491|0.4380869|0.22731262|0.38599083|0.2820289|-0.18487757|0.08136348|0.37814128|0.40567848|-0.2490013|0.36805144|-0.63277155|0.4340401|-0.46041638|0.04708754|0.2948461|-0.1937534|0.16824812|-0.15208453|-0.41546345|0.3549381|-0.19723624|0.2249268|0.27982834|0.14780423|0.16676933|0.2736017|0.23781867|-0.44410786|-0.28060177|-0.2868905|0.23224182|-0.11485778|0.30789766|-0.4821584
1647;-0.42354128|0.43461204|0.44240737|0.39243683|-0.06661543|0.48995882|-0.24436933|0.14211994|0.31673938|-0.5130475|0.35691866|0.36812595|-0.37866834|0.58203|-0.2370461|-0.41926393|0.31431618|0.24582669|0.19631444|0.47607735|-0.30079377|0.3811599|-0.53206867|0.27631122|0.05368668|-0.28993398|0.49576035|-0.2119307|-0.27752838|0.23506252|-0.28820416|0.015727364|0.48586988|0.2986995|0.3142153|0.4675742|0.11877678|-0.6456272|0.288359|0.28027952|0.106222734|0.08902531|0.36470664|-0.0062392764|-0.1703673|-0.20635933|0.45469716|0.038333803|-0.40509608|-0.4954971|-0.70830345|0.5268719|-0.21928018|-0.022921957|-0.14603135|0.2546477|-0.2731067|-0.06502055|-0.010092538|0.4228056|0.06968137|0.29062438|-0.18366984|-0.28246164|0.36186698|0.32433513|0.4587302|0.22845247|0.4339273|0.2883612|-0.192948|0.014143601|0.3791799|0.35400838|-0.24316919|0.37238365|-0.56526285|0.41971955|-0.50178874|0.09388074|0.31837046|-0.28987938|0.16820383|-0.22401786|-0.39729846|0.39330515|-0.1532397|0.3232481|0.2844421|0.22854125|0.186091|0.32778788|0.21722241|-0.43136093|-0.24868627|-0.2742612|0.17723691|-0.16786356|0.3116035|-0.5534881
1648;-0.34884864|0.4020907|0.5222172|0.37473232|-0.020148061|0.4380747|-0.15294366|0.1792897|0.36237255|-0.53864944|0.25699398|0.4229266|-0.38362664|0.59484863|-0.2121653|-0.48770934|0.35731244|0.17463791|0.1764476|0.42257553|-0.35296908|0.33983696|-0.4783278|0.3224736|0.04043456|-0.330503|0.42663887|-0.122784525|-0.2891984|0.18737598|-0.2507243|0.004247414|0.5580592|0.3276212|0.23558104|0.40804988|0.13258675|-0.6520435|0.2949531|0.36428738|0.09131397|0.1835181|0.33739606|-0.09161029|-0.20583963|-0.24795215|0.5088888|0.019680567|-0.32375032|-0.44020438|-0.68297833|0.60617507|-0.23987104|-0.09819415|-0.19550338|0.2749453|-0.30006808|-0.094678015|-0.06872524|0.3907137|0.06448212|0.2780897|-0.16426419|-0.2506457|0.35226086|0.2279852|0.45804206|0.2310639|0.42041355|0.2498343|-0.21101189|0.09424162|0.34119102|0.40555933|-0.32640848|0.36238068|-0.6232511|0.45000795|-0.4551574|0.014632154|0.25709713|-0.19100074|0.21223442|-0.17321977|-0.3488091|0.39680207|-0.21960266|0.2833297|0.2832981|0.15835668|0.16701749|0.36290637|0.27499092|-0.42013067|-0.23915793|-0.33584732|0.2079542|-0.11629346|0.28687152|-0.50057226
1649;-0.39197952|0.34862247|0.4409948|0.35907584|-0.08231934|0.41683337|-0.18667395|0.20055051|0.35592622|-0.50154984|0.28880727|0.4488349|-0.33903039|0.6328348|-0.25890347|-0.4800058|0.26580524|0.2700437|0.16207702|0.495216|-0.37797374|0.30282688|-0.5486402|0.23472589|0.077196345|-0.23309243|0.4797352|-0.13195115|-0.23231253|0.22903998|-0.19601576|0.05210123|0.5020608|0.283445|0.2212714|0.43745884|0.1259376|-0.6434612|0.2720062|0.35215545|0.1450893|0.159666|0.3445982|-0.023514722|-0.21177095|-0.26766294|0.49136323|-0.0039524063|-0.39363384|-0.47676998|-0.62730736|0.5282806|-0.2114835|-0.066015884|-0.15305124|0.22710517|-0.23907499|-0.17302163|-0.062647834|0.35035652|-0.0060915966|0.22508761|-0.15218833|-0.22738217|0.36487404|0.29261997|0.43078947|0.1574201|0.38482288|0.32637042|-0.1810031|0.073865615|0.40244296|0.35402253|-0.24655218|0.42542762|-0.6362779|0.4122792|-0.5092549|0.023000572|0.24684125|-0.21962592|0.24104574|-0.21149002|-0.4018889|0.377347|-0.18661857|0.2915794|0.2842866|0.22878088|0.17956837|0.29730505|0.24880295|-0.35093737|-0.22634761|-0.28968412|0.22754836|-0.119471595|0.28866223|-0.5076247
1650;-0.40969825|0.3852533|0.5368855|0.42087463|-0.091178656|0.40478235|-0.22201389|0.17100304|0.34443426|-0.4296748|0.35833916|0.41130576|-0.40643167|0.60399014|-0.2509192|-0.48086563|0.2583226|0.24572577|0.12742375|0.41834322|-0.4005623|0.29899916|-0.56967854|0.2662348|0.052116215|-0.32812786|0.44462034|-0.12540783|-0.29152417|0.19385193|-0.2556728|0.0706837|0.55315775|0.33014107|0.2501372|0.47920296|0.06249375|-0.60436374|0.2853373|0.28878143|0.11789025|0.16810532|0.2839389|-0.021465633|-0.27391753|-0.25983793|0.4320849|0.0792524|-0.3264104|-0.4933736|-0.6374722|0.5966727|-0.2618976|0.009462975|-0.23761925|0.17839213|-0.22112082|-0.084780976|-0.0980196|0.37952718|0.034507163|0.29609424|-0.15502071|-0.29026872|0.34336305|0.30577296|0.41756403|0.17139076|0.46397364|0.26552457|-0.22662692|0.04270842|0.38454875|0.3831218|-0.3103094|0.41155118|-0.5503405|0.49281108|-0.4922097|-0.0011516958|0.32610318|-0.26837227|0.2526428|-0.20560259|-0.37356344|0.38237834|-0.14868306|0.27123147|0.24788263|0.1743725|0.21621762|0.36058968|0.2801884|-0.35441077|-0.25236452|-0.32252747|0.19551529|-0.1357853|0.22974259|-0.5525671
1651;-0.23683509|0.7070465|0.5557247|0.39372754|0.1564388|0.24823382|-0.17768493|0.12691632|0.33320025|-0.6668735|0.47084546|0.30931032|-0.21332161|0.68068284|-0.22332878|-0.641216|0.2707323|0.15696852|0.03233944|0.4104484|-0.01827377|0.16410175|-0.4590691|0.12272973|-0.08833747|-0.6436252|0.31728923|-0.22067639|-0.19459496|0.26627645|-0.47432542|0.117264226|0.48716897|0.35407114|0.05478458|0.40318337|0.31202435|-0.6099421|0.31141827|0.1554983|0.25666812|-0.4693416|0.39917386|-0.096632585|-0.13825084|-0.45714098|0.40899584|0.010933457|-0.21017447|-0.5737444|-0.5133907|0.5549875|-0.19971791|-0.34804854|-0.12015743|0.1922549|-0.60702163|0.29043692|-0.12606345|0.49393922|0.099097975|0.39702576|-0.47119468|-0.5138015|-0.0032259822|0.49695995|0.6257698|0.5214019|-0.1481627|0.1986593|-0.37504017|0.18793286|0.15893687|0.16977067|-0.16983639|0.3598614|-0.5340003|0.2982063|-0.18946466|0.034733333|0.28384924|-0.42722973|0.09711443|-0.49677765|-0.33881024|0.5414938|-0.2663729|0.34808427|0.25578108|0.23827432|-0.18555705|0.4460654|0.08610287|-0.5868907|-0.42423013|-0.02800405|0.037184626|0.06222476|0.39846772|-0.14456886
1652;0.33540142|0.99250144|0.19577286|1.9237685|0.26769137|0.03834802|-0.36719733|-0.12808733|1.0530809|-0.8413552|0.48290938|0.90583706|-0.47348678|-0.14792615|-0.25134578|-0.5973198|0.13019979|-0.0488787|-0.09629333|1.0507033|-0.07874015|0.13417825|-0.64464265|-0.28655156|-0.270152|-0.94764674|0.72416043|-0.18772857|-0.30440563|1.1924193|-1.9380729|0.21313038|0.23535904|-0.4724209|1.1342461|0.2093612|0.1899536|-1.0079825|0.6501485|0.53802204|0.9367275|1.1191373|-0.25772864|-0.04063545|0.69334185|-0.25027817|0.39759737|-0.73928833|-0.55402607|-0.9570448|-0.6259881|0.3704413|-1.1662192|-0.45805803|-0.10123702|-0.35493588|-0.2966902|-0.021512173|0.35717902|1.3687422|-0.67017585|0.3917747|0.098677084|0.7053862|-0.030695528|0.35623488|0.41634983|0.15145537|-0.08249721|0.6229663|-0.17676294|-0.8633258|0.7124392|0.5124363|0.014131904|1.3109554|-0.37243155|-0.047379553|-0.9298707|-0.26256073|-0.15287814|0.498911|-0.049994543|-0.6585687|-0.521966|1.7298785|0.33349043|0.6885066|0.45896375|0.14362891|0.05635807|-0.11886665|0.73157805|-0.85464567|-0.65883136|0.10612357|-0.91406965|-0.4653318|0.41043988|-1.1862484
1653;-0.05138102|0.45504487|-0.16397235|0.55667406|0.4032451|0.32572228|-1.05439|0.11371714|1.5803913|0.5022438|-0.10019678|0.57033306|-0.95885956|0.56281894|-0.3004703|-0.13110232|-0.24726194|-0.039925516|0.104465485|0.14096823|0.22030956|0.6308726|-1.084007|0.65567124|0.8211418|-0.45295566|1.3688042|-0.34508413|0.20798337|1.2363353|0.26832205|-0.60791034|0.6783998|1.4380082|-0.19775042|0.44896019|-0.20831268|-0.65140516|-0.00475803|0.09603356|-0.55188096|1.190548|0.45806348|-0.43899852|0.05073546|-0.42378017|0.3276846|0.8286085|-0.71233344|0.43579566|-1.2079841|0.8271805|-0.5656569|1.0446583|0.26051787|0.49089566|-0.66625357|-0.30321977|-0.3929896|0.60781705|-0.54387504|0.26866367|-1.1324613|0.057310462|0.3486087|0.8508483|1.3687465|0.29618338|0.09756842|0.7928246|-0.0051392764|0.08309078|-0.09130955|0.59611326|-1.2345439|0.53580886|-0.68460333|0.55305636|0.23747402|-0.5677451|0.54262197|0.17204562|-0.34598124|-0.96907854|-0.13637218|0.6129889|-1.2419664|0.85753846|0.85752034|-0.5765189|-0.5540784|0.181383|-0.11757675|0.3032464|-0.9791044|-1.2562362|0.71816844|-0.15669581|0.66670287|0.07929909
1654;-0.2961421|0.25542647|0.23830462|0.65449727|-0.033987135|0.24772234|-0.0637857|0.10951584|0.3804345|-0.41711476|0.37407348|0.060453057|-0.26151884|0.68111223|-0.2642072|-0.37221277|0.39038414|0.20224075|0.057506546|0.5608082|-0.19085583|0.5047933|-0.708699|0.28516316|-0.331976|-0.19689915|0.37753677|0.008615628|-0.5439638|0.268595|-0.2411663|-0.078670606|0.43018457|0.12883192|0.54563504|0.39131576|0.17892973|-0.6351491|0.47935593|0.21168563|0.15066575|-0.16555202|0.10312778|-0.055394698|-0.098955974|-0.20980123|0.4286664|0.137968|-0.20008296|-0.30108476|-0.5525132|0.5173342|-0.17621966|-0.24040285|-0.3135823|0.22255263|-0.35681134|-0.14915407|-0.06585766|0.3252418|-0.122079894|0.50021434|-0.47979182|-0.4161482|0.17219178|0.17231017|0.5836487|0.10724|0.51976705|0.7317687|-0.28723794|0.2522391|0.3562055|0.2183787|-0.23196769|0.21570808|-0.7164609|0.1889202|-0.39365035|0.0412867|0.43446034|-0.3125784|-0.06797339|-0.04333645|-0.42509758|0.47351405|-0.1457432|0.49911666|0.3773501|0.23676632|0.31999758|0.26911265|0.029521108|-0.25709242|-0.3226223|-0.30615708|0.18937957|-0.04319752|0.28611428|-0.7473078
